# Design Points of Design of Experiments
# Custom
# ,P1 - Force X Component (N) ,P2 - Moment Y Component (N m) ,P6 - Parameter 2 (mm) ,P13 - inner_ID (mm) ,P14 - inner_OD (mm) ,P15 - outer_ID (mm) ,P16 - outer_OD (mm) ,P7 - Deformation Probe 2 Minimum Z Axis (m) ,P8 - Deformation Probe Maximum Z Axis (m) ,P9 - z_outer_below Maximum Z Axis (m) ,P10 - z_outer_top Minimum Z Axis (m) 
Name,P1,P2,P6,P13,P14,P15,P16,P7,P8,P9,P10
129,-266.3415,142.92411510204019,-10,11,12,12,13,-0.00068695319350808859,0.00069234543479979038,0.00052293064072728157,-0.00060731347184628248
130,-266.3415,142.92411510204019,-10,13,14,14,15,-0.00053180730901658535,0.00053228472825139761,0.00036993660614825785,-0.00044062061351723969
134,-266.3415,142.92411510204019,-50,7,8,8,9,-0.0015513035468757153,0.0015774250496178865,0.0015373430214822292,-0.0016628861194476485
135,-266.3415,142.92411510204019,-50,9,10,10,11,-0.001058262656442821,0.0010743711609393358,0.000942360027693212,-0.0010418304009363055
136,-266.3415,142.92411510204019,-50,11,12,12,13,-0.0007736963452771306,0.00078398629557341337,0.000629630230832845,-0.00071142177330330014
137,-266.3415,142.92411510204019,-50,13,14,14,15,-0.00059452059213072062,0.00060070527251809835,0.00044637394603341818,-0.00051555380923673511
141,-353.15999999999997,189.51263880933504,110,7,8,8,9,-0.00084399426123127341,0.00077583099482581019,0.00038405065424740314,-0.00055457995040342212
142,-353.15999999999997,189.51263880933504,110,9,10,10,11,-0.00066226435592398047,0.00057799206115305424,0.00021891629148740321,-0.00036396610084921122
143,-353.15999999999997,189.51263880933504,110,11,12,12,13,-0.00057401321828365326,0.00046936006401665509,0.00013200193643569946,-0.00026447168784216046
144,-353.15999999999997,189.51263880933504,110,13,14,14,15,-0.00053569901501759887,0.00040502889896743,8.1063684774562716E-05,-0.00020532982307486236
148,-353.15999999999997,189.51263880933504,70,7,8,8,9,-0.0011715578148141503,0.0011729386169463396,0.00087433058070018888,-0.001049441285431385
149,-353.15999999999997,189.51263880933504,70,9,10,10,11,-0.00083985045785084367,0.00081054138718172908,0.000527573109138757,-0.00066150614293292165
150,-353.15999999999997,189.51263880933504,70,11,12,12,13,-0.00064822455169633031,0.00059839215828105807,0.00034713186323642731,-0.00045418142690323293
151,-353.15999999999997,189.51263880933504,70,13,14,14,15,-0.00052040960872545838,0.00046998742618598044,0.000240476947510615,-0.00033134911791421473
155,-353.15999999999997,189.51263880933504,30,7,8,8,9,-0.001504334737546742,0.001525019877590239,0.0013139313086867332,-0.0014906085561960936
156,-353.15999999999997,189.51263880933504,30,9,10,10,11,-0.0010454462608322501,0.0010507566621527076,0.00079900422133505344,-0.00093770207604393363
157,-353.15999999999997,189.51263880933504,30,11,12,12,13,-0.00077979953493922949,0.000773496285546571,0.00053037673933431506,-0.00064245250541716814
158,-353.15999999999997,189.51263880933504,30,13,14,14,15,-0.00061381427804008126,0.00059539743233472109,0.0003742557018995285,-0.00046662034583278
162,-353.15999999999997,189.51263880933504,-10,7,8,8,9,-0.0018016849644482136,0.0018292636377736926,0.0017027381109073758,-0.0018751992611214519
163,-353.15999999999997,189.51263880933504,-10,9,10,10,11,-0.0012372141936793923,0.0012524633202701807,0.0010406584478914738,-0.0011770207202062011
164,-353.15999999999997,189.51263880933504,-10,11,12,12,13,-0.00091088912449777126,0.00091802998213097453,0.00069332181010395288,-0.00080531969433650374
165,-353.15999999999997,189.51263880933504,-10,13,14,14,15,-0.00070511450758203864,0.0007058439077809453,0.00049050868256017566,-0.00058424257440492511
169,-353.15999999999997,189.51263880933504,-50,7,8,8,9,-0.0020568512845784426,0.0020916683133691549,0.0020385393872857094,-0.0022048898972570896
170,-353.15999999999997,189.51263880933504,-50,9,10,10,11,-0.0014031970640644431,0.0014245860511437058,0.0012495882110670209,-0.0013813716359436512
171,-353.15999999999997,189.51263880933504,-50,11,12,12,13,-0.0010258255060762167,0.0010395635617896914,0.00083489291137084365,-0.00094333209563046694
172,-353.15999999999997,189.51263880933504,-50,13,14,14,15,-0.00078830064740031958,0.00079649378312751651,0.00059184629935771227,-0.000683628604747355
